"track_artist","track_popularity","playlist_genre","playlist_subgenre","release_date","duration_min","danceability","energy","loudness","speechiness","acousticness","liveness","tempo"
"Leonel García",1,"latin","latin pop","2018-09-21",4.27276666666667,0.51,0.292,-8.768,0.186,0.89,0.114,168.104
"Dirty South & Alesso",0,"edm","progressive electro house","2012-09-10",4.65625,0.472,0.829,-5.073,0.0418,0.00329,0.301,127.953
"Reik",79,"latin","latin pop","2019-05-31",2.64133333333333,0.81,0.716,-2.3,0.0694,0.0478,0.0678,96.029
"Jacob Banks",62,"r&b","urban contemporary","2018-11-02",3.886,0.367,0.538,-5.121,0.0421,0.895,0.149,129.092
"Westside Connection",57,"rap","gangster rap","1996-01-01",3.44711666666667,0.897,0.458,-11.01,0.279,0.0208,0.419,92.928
"DIVINE",44,"rap","hip hop","2018-07-27",2.68368333333333,0.94,0.577,-5.838,0.0827,0.00137,0.0965,126.961
"Camila Cabello",87,"latin","latin hip hop","2019-09-04",3.45065,0.74,0.498,-6.684,0.0456,0.0169,0.319,98.016
"Trippie Redd",41,"rap","gangster rap","2019-11-26",2.6422,0.85,0.516,-7.664,0.0714,0.763,0.0896,108.963
"Dalex",91,"latin","reggaeton","2019-11-01",4.15866666666667,0.654,0.672,-5.98,0.311,0.471,0.0781,181.857
"Astrid S",69,"r&b","hip pop","2019-09-26",3.17113333333333,0.664,0.285,-7.907,0.0342,0.855,0.0952,124.148
"Dimelo Flow",90,"r&b","hip pop","2019-12-13",3.77555,0.883,0.668,-2.957,0.113,0.11,0.0734,87.972
"Afrojack",1,"edm","progressive electro house","2014-01-01",4.63623333333333,0.575,0.89,-3.169,0.0416,0.034,0.047,128.041
"Dorothy",54,"rap","southern hip hop","2016-06-24",3.40375,0.528,0.448,-6.408,0.0261,0.0121,0.158,145.989
"Deep Purple",44,"rock","classic rock","2005-06-21",5.57066666666667,0.608,0.688,-7.655,0.0296,0.134,0.0951,114.414
"Flynn",47,"rap","hip hop","2018-07-17",1.8,0.497,0.345,-7.666,0.181,0.962,0.108,77.695
"Xavier Omär",50,"r&b","urban contemporary","2019-10-25",5.49488333333333,0.795,0.386,-10.093,0.157,0.59,0.0923,98.969
"The Record Company",53,"rock","classic rock","2016-01-01",4.22911666666667,0.543,0.696,-4.572,0.0426,0.601,0.384,92.15
"Soundgarden",49,"rock","permanent wave","1994-01-01",5.3,0.361,0.728,-8.519,0.0368,0.000291,0.0701,105.768
"Jeffrey Eli",25,"edm","pop edm","2019-11-08",2.4698,0.589,0.531,-7.961,0.029,0.133,0.208,75.015
"Dragon & Caballero",53,"latin","latin pop",NA,3.70221666666667,0.803,0.776,-5.871,0.0668,0.0352,0.0979,91.997
"Daniela Darcourt",59,"latin","tropical","2019-05-31",3.83241666666667,0.672,0.723,-4.443,0.0346,0.293,0.353,90.999
"Bon Jovi",14,"rock","hard rock","1986-01-01",5.14445,0.257,0.803,-3.886,0.0411,0.137,0.297,150.818
"UGK",42,"rap","southern hip hop","1994-04-11",5.23,0.818,0.633,-5.598,0.105,0.0192,0.0444,150
"Max Lean",43,"edm","pop edm","2020-01-03",2.73013333333333,0.823,0.791,-4.986,0.137,0.0164,0.0771,123.005
"Ella Mai",57,"r&b","neo soul","2018-10-12",4.19983333333333,0.736,0.447,-7.216,0.0896,0.53,0.12,81.007
"CLAY",36,"r&b","urban contemporary","2017-11-10",3.36666666666667,0.622,0.151,-13.348,0.129,0.7,0.255,163.854
"The White Stripes",64,"rock","permanent wave","2007-06-15",4.24221666666667,0.424,0.632,-7.243,0.0922,0.021,0.0545,97.694
"Trippie Redd",39,"rap","gangster rap","2019-11-26",3.32395,0.687,0.449,-10.061,0.154,0.109,0.282,142.048
"Flo Rida",59,"edm","pop edm","2011-08-29",4.13555,0.706,0.89,-4.444,0.0688,0.0588,0.306,128.011
"Andy Mineo",60,"rap","hip hop","2019-05-10",2.32293333333333,0.926,0.661,-5.688,0.121,0.313,0.115,129.969
"Orion Sun",58,"pop","dance pop","2017-07-02",2.82926666666667,0.506,0.807,-3.96,0.249,0.161,0.114,163.239
"Big Soto",55,"rap","trap","2019-09-27",3.47885,0.8,0.629,-3.998,0.103,0.22,0.425,134.999
"Hollis Brown",40,"rock","hard rock","2019-06-07",4.63688333333333,0.689,0.679,-6.735,0.0315,0.00028,0.0986,136.988
"Joe",38,"r&b","new jack swing","2008-10-14",5.07266666666667,0.769,0.534,-6.096,0.0468,0.522,0.057,81.729
"CASIOPEA",0,"rock","album rock","2010-08-10",5.82555,0.449,0.64,-12.194,0.0507,0.149,0.369,140.267
"Sammy C",15,"latin","latin hip hop","2007-12-21",4.44778333333333,0.711,0.895,-10.076,0.0856,0.000913,0.0676,127.256
"2DE1",33,"latin","tropical","2019-10-25",3.71511666666667,0.479,0.558,-10.517,0.0869,0.844,0.0958,126.065
"Fall Out Boy",69,"latin","latin hip hop","2015-01-20",3.52621666666667,0.622,0.961,-2.616,0.0669,0.102,0.264,149.962
"Smif-N-Wessun",52,"rap","southern hip hop",NA,4.32421666666667,0.708,0.305,-14.003,0.817,0.138,0.139,174.154
"Ravek",36,"edm","electro house","2019-11-12",3.80985,0.727,0.725,-10,0.0424,0.0439,0.178,126.005
"UFO",0,"rock","hard rock","2014-02-21",3.66488333333333,0.475,0.912,-7.023,0.058,3.78e-05,0.0806,137.805
"Lisa McClendon",0,"r&b","neo soul","2009-04-28",4.38248333333333,0.675,0.594,-7.678,0.0434,0.0171,0.102,74.983
"Frank Ocean",75,"pop","dance pop","2012-01-01",3.34578333333333,0.721,0.339,-11.195,0.0532,0.409,0.0973,129.83
"Don Omar",70,"latin","latin hip hop","2010-01-01",3.31311666666667,0.699,0.917,-4.897,0.115,0.078,0.065,130.04
"Lord Finesse",61,"rap","southern hip hop","1996-02-20",4.05178333333333,0.769,0.752,-6,0.324,0.031,0.0564,90.225
"Imagine Dragons",11,"pop","post-teen pop","2017-06-23",3.11911666666667,0.601,0.809,-4.814,0.0441,0.00763,0.145,167.96
"Pabllo Vittar",65,"latin","tropical","2018-10-04",2.88561666666667,0.761,0.61,-5.856,0.0447,0.141,0.124,140.014
"Janelle Monáe",31,"pop","electropop","2006-01-01",4.48645,0.731,0.955,-2.856,0.269,0.165,0.185,123.939
"Queen",50,"rock","album rock","1974-11-08",2.99333333333333,0.535,0.651,-6.326,0.0544,0.391,0.133,117.218
"Kehlani",66,"r&b","urban contemporary","2015-04-28",4.37535,0.746,0.538,-6.479,0.32,0.389,0.139,101.018
"ARTY",6,"edm","progressive electro house","2019-05-17",3.19531666666667,0.52,0.78,-8.782,0.0339,0.0816,0.256,128.02
"Muse",69,"rock","permanent wave","2018-11-09",3.92666666666667,0.622,0.842,-3.678,0.0609,0.00342,0.0575,136.041
"Reignwolf",49,"rap","southern hip hop","2013-08-02",3.56746666666667,0.295,0.832,-6.789,0.0631,0.00393,0.102,140.979
"The Notorious B.I.G.",56,"rap","gangster rap","1994-09-13",4.40911666666667,0.724,0.841,-5.713,0.309,0.0633,0.487,84.991
"Rewind",23,"latin","latin pop","2020-01-14",3.65625,0.582,0.81,-6.161,0.0398,0.125,0.144,127.932
"Hellberg",38,"edm","pop edm","2015-10-09",3.89313333333333,0.533,0.936,-4.626,0.0447,0.0143,0.0622,128.018
"Frawley",33,"pop","post-teen pop","2019-06-28",3.35778333333333,0.672,0.68,-4.854,0.173,0.138,0.0729,170.003
"Cheat Codes",67,"edm","pop edm","2017-03-31",3.71311666666667,0.739,0.619,-6.669,0.162,0.0572,0.105,112.961
"Grizfolk",53,"pop","indie poptimism","2019-07-19",3.14621666666667,0.588,0.666,-6.467,0.039,0.0905,0.0667,126.753
"Max Shaun",36,"edm","pop edm","2019-08-02",3.50196666666667,0.473,0.792,-7.813,0.039,0.0764,0.0714,127.004
"Q-Tip",59,"r&b","neo soul","1999-11-23",4.10821666666667,0.775,0.795,-4.171,0.206,0.148,0.0411,95.212
"オメガトライブ",14,"rock","album rock","1984-03-21",4.92333333333333,0.551,0.508,-7.228,0.0346,0.701,0.0425,140.894
"Nas",57,"rap","gangster rap","2002-12-13",4.07088333333333,0.835,0.718,-6.405,0.232,0.0424,0.258,94.387
"Blackstreet",46,"r&b","new jack swing","2003-01-01",5.09511666666667,0.865,0.65,-4.617,0.207,0.324,0.133,88.663
"Bassjackers",0,"edm","progressive electro house","2014-03-28",4.37516666666667,0.489,0.885,-4.892,0.111,0.000101,0.375,128.01
"Jade Key",38,"latin","latin pop","2019-12-06",3.57586666666667,0.476,0.802,-4.851,0.169,0.0512,0.18,144.814
"Snoop Dogg",58,"rap","southern hip hop",NA,3.63645,0.47,0.83,-5.35,0.115,0.00474,0.339,90.967
"Steve Winwood",7,"rock","album rock","1986-01-01",5.85845,0.702,0.779,-12.267,0.0412,0.0561,0.303,98.7
"James Cole",14,"r&b","hip pop","2018-10-05",3.42661666666667,0.689,0.906,-2.727,0.0412,0.159,0.0625,109.003
"Christian French",68,"edm","pop edm","2019-05-17",2.58268333333333,0.909,0.392,-6.221,0.0652,0.278,0.106,127.052
"The Rolling Stones",72,"rock","classic rock","1971-04-23",5.69621666666667,0.432,0.389,-6.517,0.0255,0.687,0.0788,139.506
"Camilo & Grande",21,"latin","latin hip hop","2015-06-01",3.21341666666667,0.731,0.704,-6.226,0.214,0.0569,0.0619,95.961
"ONE OK ROCK",54,"rock","album rock","2017-01-13",4.25666666666667,0.41,0.834,-5.375,0.054,0.0651,0.115,147.982
"Steve Aoki",52,"r&b","hip pop","2017-11-17",3.42221666666667,0.545,0.865,-2.601,0.0522,0.0724,0.919,89.992
"Asia",8,"rock","classic rock","1982-01-01",3.79378333333333,0.323,0.839,-7.35,0.0503,0.315,0.348,136.232
"Ysy A",60,"rap","trap","2019-11-11",2.52023333333333,0.758,0.778,-4.39,0.0492,0.491,0.207,135.984
"Josha Daniel",32,"pop","electropop","2020-01-10",4.15748333333333,0.543,0.662,-10.177,0.0301,0.09,0.149,126.983
"Blu",33,"rap","southern hip hop","2007-08-07",4.64488333333333,0.7,0.792,-6.031,0.19,0.36,0.352,90.003
"MOTi",53,"edm","pop edm","2019-12-06",2.62698333333333,0.63,0.833,-5.228,0.0657,0.0513,0.324,126.145
"Noel Schajris",54,"latin","latin pop","2018-11-30",3.42383333333333,0.499,0.659,-10.187,0.059,0.00632,0.112,150.965
"Kimiko Kasai",37,"r&b","neo soul",NA,7.14045,0.614,0.761,-14.346,0.0476,0.0856,0.063,122.889
"Katy Perry",62,"pop","dance pop","2019-07-26",3.12791666666667,0.449,0.856,-4.788,0.0623,0.187,0.176,112.648
"Midel",66,"rap","trap","2019-11-28",2.89186666666667,0.786,0.717,-3.778,0.0628,0.372,0.202,75.02
"Mahalia",63,"r&b","urban contemporary","2017-07-07",4.43813333333333,0.657,0.7,-4.911,0.382,0.34,0.0992,82.113
"Panic! At The Disco",50,"pop","post-teen pop","2018-03-21",3.15311666666667,0.491,0.867,-2.313,0.103,0.167,0.458,167.965
"Miguel Rios",0,"rock","album rock","2005-01-01",3.74045,0.551,0.866,-10.121,0.101,0.0677,0.55,91.629
"Clika 1",40,"latin","latin hip hop","2008-09-30",2.70733333333333,0.673,0.729,-7.177,0.519,0.00992,0.259,178.373
"Skilla O.P.",26,"r&b","hip pop","2019-07-24",3.72293333333333,0.694,0.528,-12.454,0.053,0.00748,0.0974,142.047
"Grace Gracie",35,"pop","dance pop","2019-11-29",3.0625,0.422,0.621,-4.946,0.049,0.689,0.135,128.077
"Zedd",84,"r&b","hip pop","2018-01-23",3.07886666666667,0.753,0.657,-3.061,0.0449,0.171,0.112,107.01
"2 Eivissa",36,"edm","progressive electro house","2014-09-12",4.74533333333333,0.782,0.604,-11.316,0.0478,0.018,0.0751,130.421
"Gloria Trevi",54,"latin","latin pop","2019-01-18",3.94355,0.348,0.69,-4.898,0.034,0.239,0.107,149.706
"Bon Jovi",0,"rock","classic rock","2010-01-01",4.17711666666667,0.524,0.883,-3.257,0.035,0.0564,0.186,122.524
"Delinquent Habits",43,"rap","gangster rap","1998-08-26",4.10555,0.841,0.628,-7.773,0.085,0.00165,0.276,102.008
"SQWAD",40,"edm","progressive electro house","2019-11-29",2.85715,0.858,0.943,-4.358,0.0663,0.000759,0.11,125.988
"Luke",0,"r&b","new jack swing","1997-10-01",4.67155,0.813,0.863,-9.609,0.186,0.0285,0.416,137.997
"Pink Martini",30,"r&b","neo soul","2011-10-07",2.61733333333333,0.531,0.563,-8.204,0.0385,0.773,0.161,89.09
"Vitão",71,"r&b","hip pop","2019-03-08",4.05035,0.699,0.531,-5.714,0.0889,0.107,0.568,127.967
"Lavie",1,"r&b","neo soul","2013-06-21",3.41101666666667,0.7,0.522,-11.442,0.116,0.0915,0.241,89.981
"DJ Jazzy Jeff",0,"r&b","neo soul",NA,6.56666666666667,0.694,0.744,-8.061,0.165,0.134,0.159,94.012
"Rops1",52,"rap","hip hop","2019-10-06",2.59898333333333,0.597,0.681,-10.175,0.323,0.0598,0.389,97.044
"PLÜM",51,"edm","electro house","2019-10-25",2.7079,0.675,0.605,-8.217,0.076,0.366,0.115,97.025
"Nicolas Jaar",59,"r&b","hip pop","2010-01-25",6.85208333333333,0.816,0.635,-8.354,0.0517,0.105,0.105,124.005
"BANKS",0,"pop","indie poptimism","2016-09-30",3.41133333333333,0.6,0.815,-5.273,0.0867,0.0247,0.722,150.047
"Miky Woodz",54,"latin","latin hip hop","2018-05-25",4.58645,0.853,0.66,-4.065,0.156,0.173,0.506,149.992
"Penguin Prison",43,"pop","indie poptimism","2015-05-01",3.78178333333333,0.772,0.687,-6.451,0.0438,0.122,0.14,120.018
"The Tea Party",41,"rock","hard rock","2019-11-29",3.37746666666667,0.495,0.904,-3.708,0.0354,0.0073,0.173,92.036
"K.Flay",51,"pop","post-teen pop","2019-07-12",3.51711666666667,0.64,0.75,-3.977,0.0439,0.0161,0.178,123.082
"8Ball",38,"rap","southern hip hop","1999-05-18",5.21488333333333,0.932,0.579,-8.586,0.227,0.0419,0.284,123.974
"Brennan Savage",53,"rap","gangster rap","2018-12-10",3.07691666666667,0.445,0.455,-8.927,0.0564,0.171,0.117,109.988
"The Weeknd",80,"latin","latin hip hop","2015-08-28",3.55866666666667,0.705,0.769,-5.526,0.0426,0.112,0.105,107.939
"Foreigner",26,"pop","electropop","2017-05-12",4.568,0.248,0.516,-7.818,0.0387,0.363,0.0541,201.861
"Galantis",77,"pop","post-teen pop","2019-01-31",3.42988333333333,0.658,0.804,-5.735,0.0377,0.00463,0.178,120.047
"Lil Wayne",26,"rap","southern hip hop","1999-01-01",4.29378333333333,0.505,0.879,-6.352,0.264,0.479,0.199,170.241
"Matoma",59,"latin","tropical","2016-06-24",3.73786666666667,0.643,0.732,-6.762,0.0294,0.00681,0.0606,102.979
"Message from Sylvia",30,"rock","hard rock","2017-04-07",3.39998333333333,0.397,0.896,-5.356,0.0453,7.52e-05,0.0855,194.968
"Steff da Campo",50,"edm","big room","2019-09-27",3.17468333333333,0.713,0.874,-4.854,0.0422,0.0493,0.174,126.007
"N.W.A.",45,"r&b","hip pop","2008-01-01",4.38488333333333,0.807,0.794,-5.618,0.275,0.00586,0.207,95.063
"White Lion",48,"rock","hard rock","2010-03-01",4.92378333333333,0.204,0.794,-7.586,0.0618,0.00122,0.148,149.346
"Tommy Trash",0,"edm","progressive electro house","2011-06-25",5.5,0.869,0.756,-2.951,0.134,0.00385,0.0831,127.976
"TRY Deny",42,"rap","trap","2019-11-11",3.57333333333333,0.253,0.72,-5.973,0.056,0.159,0.155,70.515
"Linkin Park",71,"pop","electropop","2012-06-20",3.42333333333333,0.615,0.911,-3.584,0.0278,0.0686,0.0908,108
"Roger Hanson",30,"r&b","urban contemporary","2019-09-28",3.02323333333333,0.791,0.639,-9.995,0.456,0.421,0.138,87.98
"Force M.D.'s",0,"r&b","new jack swing","2006-08-22",4.076,0.605,0.612,-6.716,0.0386,0.356,0.0851,129.834
"W&W",34,"edm","big room","2015-11-20",3.95885,0.691,0.816,-3.296,0.0973,0.00203,0.194,128.025
"$uicideBoy$",64,"rap","gangster rap","2016-07-22",2.03333333333333,0.854,0.98,-1.181,0.0569,0.263,0.548,110.001
"Maluma",72,"latin","latin pop","2015-10-30",3.45511666666667,0.73,0.701,-5.885,0.106,0.132,0.151,175.95
"J Alvarez",39,"latin","reggaeton","2019-12-13",4.46288333333333,0.713,0.706,-5.335,0.0624,0.251,0.307,176.079
"Zion & Lennox",74,"latin","latin pop","2016-09-30",3.49088333333333,0.832,0.772,-5.429,0.1,0.0559,0.44,96.016
"Paul McCartney",1,"rock","album rock","1970-04-17",2.55688333333333,0.605,0.404,-12.366,0.0256,0.588,0.104,94.285
"Jobii",56,"rap","hip hop","2019-04-26",2.775,0.662,0.28,-18.651,0.0726,0.696,0.0955,120.018
"ONEFOUR",65,"rap","hip hop","2019-11-14",3.97163333333333,0.771,0.771,-4.732,0.336,0.12,0.454,140.994
"MAGIC!",55,"edm","pop edm","2014-09-02",4.55385,0.598,0.836,-2.388,0.0457,0.0324,0.0751,130.009
"Wolfgang Lohr",40,"edm","pop edm","2019-12-13",3.23621666666667,0.894,0.797,-7.904,0.0449,0.0495,0.06,127.027
"Upchurch",40,"rap","southern hip hop","2018-02-12",2.80613333333333,0.448,0.846,-6.087,0.0537,0.000959,0.39,144.852
"Camp Lo",34,"rap","southern hip hop","1997-01-28",4.11888333333333,0.566,0.834,-6.839,0.3,0.0604,0.283,84.033
"ASP",0,"pop","electropop","2014-09-26",5.10311666666667,0.551,0.573,-9.339,0.0605,0.0373,0.131,170.084
"SRTW",0,"latin","tropical","2018-04-27",3.52136666666667,0.782,0.678,-5.341,0.0781,0.573,0.422,117.033
"R3HAB",31,"edm","big room","2014-04-07",3.87511666666667,0.712,0.953,-3.441,0.0477,0.0146,0.277,128.03
"OneRepublic",70,"pop","indie poptimism","2009-01-01",4.22178333333333,0.634,0.69,-7.804,0.052,0.0771,0.132,94.988
"MC Cabelinho",57,"rap","trap","2019-06-18",3.51515,0.688,0.669,-7.368,0.117,0.432,0.613,132.118
"Pierce Fulton",2,"pop","dance pop","2019-05-03",5,0.753,0.837,-4.006,0.052,0.00809,0.0615,128
"Ledisi",32,"r&b","neo soul","2007-01-01",5.13733333333333,0.728,0.622,-6.3,0.238,0.0382,0.0387,81.955
"Cheat Codes",9,"edm","pop edm","2016-04-13",2.70708333333333,0.681,0.774,-3.167,0.0787,0.0992,0.35,102.924
"Jay Hardway",41,"edm","electro house","2019-11-01",3.28906666666667,0.574,0.605,-6.193,0.0397,0.0963,0.206,127.952
"Little el Crack",35,"rap","gangster rap","2016-08-05",4.19878333333333,0.715,0.776,-5.266,0.349,0.117,0.127,173.063
"Next Habit",37,"edm","progressive electro house","2019-12-13",3.52156666666667,0.606,0.803,-7.124,0.0328,0.0028,0.252,124.942
"TooManyLeftHands",23,"edm","pop edm","2015-12-18",4.35938333333333,0.627,0.876,-4.391,0.0324,0.0159,0.0665,111.949
"Jhay Cortez",81,"latin","reggaeton","2019-11-19",3.66911666666667,0.886,0.752,-3.819,0.0949,0.191,0.146,94.066
"Luciano",55,"rap","gangster rap","2017-11-17",3.35821666666667,0.69,0.486,-7.581,0.44,0.135,0.0891,102.964
"Lil Wayne",48,"rap","gangster rap","2011-01-01",4.02445,0.666,0.715,-7.292,0.156,0.0244,0.119,85.356
"Pixies",35,"rock","classic rock","2019-09-12",2.45111666666667,0.347,0.974,-5.258,0.0437,3.34e-05,0.344,152.017
"Boyz II Men",15,"r&b","new jack swing","2009-01-01",6.38311666666667,0.749,0.845,-7.754,0.0823,0.000607,0.269,114.414
"oofoe",49,"rap","hip hop","2017-03-26",1.27168333333333,0.872,0.207,-14.776,0.425,0.808,0.114,77.048
"Baby Huey & The Baby Sitters",50,"r&b","urban contemporary",NA,3.38955,0.662,0.909,-5.817,0.057,0.372,0.0841,91.453
"James Blunt",61,"rock","album rock","2007-09-17",3.91066666666667,0.582,0.507,-9.021,0.0313,0.671,0.136,83.019
"Fukkk Offf",26,"edm","electro house","2018-10-05",3.53171666666667,0.69,0.668,-3.702,0.101,0.00363,0.0768,110.972
"Dabin",53,"edm","pop edm","2019-03-22",3.65318333333333,0.467,0.771,-3.738,0.0668,0.0138,0.0956,172.685
"Block B",0,"edm","pop edm","2014-01-01",2.98421666666667,0.648,0.897,-2.057,0.193,0.0453,0.114,162.014
"Dimitri Vegas & Like Mike",56,"edm","progressive electro house","2017-10-25",2.65715,0.345,0.955,-2.257,0.088,0.0594,0.132,139.927
"Toro y Moi",57,"r&b","hip pop","2019-01-18",3.06243333333333,0.878,0.779,-7.283,0.135,0.118,0.104,115.009
"BROCKBEATS",41,"latin","tropical","2018-07-23",2.15,0.694,0.349,-12.908,0.159,0.964,0.114,82.931
"Matuê",79,"r&b","hip pop","2019-09-04",3.16,0.417,0.767,-3.31,0.194,0.0778,0.113,72.573
"Afrojack",1,"edm","big room","2014-08-27",3.0625,0.694,0.9,-5.245,0.0456,0.0984,0.473,127.995
"Broederliefde",52,"latin","latin hip hop","2019-07-25",3.8457,0.741,0.774,-5.568,0.154,0.144,0.291,96.915
"50 Cent",1,"rap","gangster rap","2017-03-31",3.17155,0.534,0.63,-7.048,0.191,0.0915,0.489,174.199
"New Edition",44,"r&b","new jack swing","1991-01-01",5.17155,0.592,0.878,-11.461,0.0391,0.0921,0.365,97.948
"Tevin Campbell",23,"r&b","new jack swing","1994-11-08",4.48845,0.85,0.674,-9.045,0.0362,0.0517,0.151,95.128
"Cyndi Lauper",76,"rock","permanent wave","1983-10-14",3.97111666666667,0.71,0.799,-4.897,0.0328,0.22,0.349,120.372
"Amber",52,"pop","dance pop","1996-11-26",3.96933333333333,0.674,0.908,-3.262,0.0325,0.0714,0.121,127.99
"Flosstradamus",0,"rap","trap","2013-05-31",3.18421666666667,0.602,0.97,-3.164,0.313,0.208,0.702,165.111
"Erkki.R",42,"edm","pop edm","2019-09-16",2.66315,0.611,0.749,-4.301,0.0334,0.00917,0.242,94.994
"Byron Keno",32,"edm","pop edm","2018-01-18",3.88833333333333,0.762,0.837,-5.468,0.0495,0.00732,0.174,121.99
"Mick Mazoo",35,"edm","progressive electro house","2019-05-23",2.3871,0.705,0.546,-9.833,0.0732,0.548,0.103,124.195
"Swagger Rite",40,"r&b","urban contemporary","2019-10-18",3.1301,0.824,0.485,-8.74,0.0791,0.00297,0.0934,123.912
"King Princess",79,"latin","latin hip hop","2018-02-23",3.75221666666667,0.6,0.535,-7.043,0.107,0.648,0.162,71.912
"Jae Mansa",45,"edm","pop edm","2019-11-11",3.31408333333333,0.618,0.819,-2.151,0.239,0.291,0.0744,157.218
"CASIOPEA",0,"rock","album rock","2010-08-10",5.43733333333333,0.611,0.765,-13.015,0.048,0.0183,0.0941,129.957
"Taking Back Sunday",66,"rock","permanent wave","2002-03-26",3.52578333333333,0.402,0.859,-4.41,0.0466,0.0394,0.0745,95.31
"Quintino",44,"edm","progressive electro house","2016-01-01",3.09375,0.567,0.772,-4.261,0.058,0.000466,0.254,128.074
"Fever Feel",30,"rock","hard rock","2019-11-15",2.738,0.398,0.511,-5.68,0.0304,0.609,0.31,118.701
"Ginuwine",35,"r&b","new jack swing",NA,6.498,0.662,0.536,-7.715,0.0662,0.516,0.0937,111.86
"Knox Hamilton",48,"pop","indie poptimism","2017-03-10",3.442,0.396,0.818,-4.306,0.0352,0.0112,0.199,162.061
"Westside Connection",26,"rap","gangster rap","2001-12-04",3.44711666666667,0.92,0.543,-7.851,0.287,0.0208,0.427,92.961
"Next Habit",31,"edm","progressive electro house","2020-01-17",2.77971666666667,0.769,0.488,-11.056,0.0422,0.0492,0.195,123.968
"MØ",71,"pop","indie poptimism","2016-05-13",3.93045,0.695,0.672,-6.109,0.0345,0.014,0.0756,104.988
"Mike WiLL Made-It",60,"rap","southern hip hop","2017-03-24",4.58078333333333,0.934,0.359,-5.133,0.23,0.173,0.152,140.004
"Doja Cat",69,"r&b","urban contemporary","2019-10-24",3.13621666666667,0.604,0.712,-5.53,0.198,0.141,0.141,71.976
"Boca Paila",26,"latin","tropical","2018-10-05",2.97235,0.683,0.898,-5.332,0.0828,0.226,0.054,171.956
"Headhunterz",2,"edm","big room","2016-05-09",3.125,0.63,0.946,-3.58,0.0798,0.0309,0.384,127.987
"Terror Jr",54,"pop","indie poptimism","2019-01-25",2.97163333333333,0.897,0.449,-9.353,0.0921,0.353,0.122,115.959
"Moonchild",31,"r&b","neo soul","2017-05-26",1.40578333333333,0.55,0.31,-13.415,0.29,0.744,0.269,82.336
"Charles Brown",0,"rock","classic rock","1963-12-14",3.99688333333333,0.342,0.239,-15.682,0.0394,0.853,0.0691,200.639
"Nea",81,"pop","post-teen pop","2019-09-06",2.9267,0.779,0.342,-6.316,0.0404,0.701,0.132,104.993
"Vigiland",10,"edm","big room","2015-06-05",2.86331666666667,0.818,0.819,-5.052,0.116,0.00824,0.225,128.02
"Avenged Sevenfold",75,"rock","hard rock","2013-08-23",5.09845,0.58,0.916,-4.358,0.0387,0.000297,0.126,118.004
